"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/10/2023","PAPA JOHN'S #4653 212-996-7272 N","PAPA JOHN'S #4653 212-996-7272 N","40.13","debit","Fast Food","TOTAL CHECKING","",""
"2/10/2023","SEAMLSSPIGHEAVEN SEAMLESS.COM NY","SEAMLSSPIGHEAVEN SEAMLESS.COM NY","28.09","debit","Food Delivery","TOTAL CHECKING","",""
"2/10/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","17.15","debit","Restaurants","TOTAL CHECKING","",""
"2/10/2023","MARKETERIA NEW YORK NY","MARKETERIA NEW YORK NY","4.08","debit","Groceries","TOTAL CHECKING","",""
"2/09/2023","MARKETERIA NEW YORK NY","MARKETERIA NEW YORK NY","4.08","debit","Groceries","TOTAL CHECKING","",""
"2/09/2023","VENMO            PAYMENT    1025","VENMO            PAYMENT    1025","342.00","debit","Venmo","TOTAL CHECKING","",""
"2/08/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","38.87","debit","Food Delivery","CREDIT CARD","",""
"2/08/2023","MARKETERIA NEW YORK NY","MARKETERIA NEW YORK NY","4.08","debit","Groceries","TOTAL CHECKING","",""
"2/08/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","17.15","debit","Restaurants","TOTAL CHECKING","",""
"2/07/2023","CITIBIK*SUBSCRIPTION","CITIBIK*SUBSCRIPTION","223.19","credit","Credit Card Payment","CREDIT CARD","",""
"2/07/2023","In Standard Moto","IN *STANDARD MOTO LLC","223.88","debit","Motorcycle Garage","CREDIT CARD","",""
"2/07/2023","CITIBIK*11 RIDES","CITIBIK*11 RIDES","91.26","credit","Credit Card Payment","CREDIT CARD","",""
"2/07/2023","TIAA-CREF IRA    TIAA-CREF","TIAA-CREF IRA    TIAA-CREF","500.00","debit","Roth IRA","TOTAL CHECKING","",""
"2/07/2023","Zelle payment to JUAN 1650325439","Zelle payment to JUAN 1650325439","24.00","debit","Transfer","TOTAL CHECKING","",""
"2/06/2023","CITIBIK*11 RIDES","CITIBIK*11 RIDES","91.26","debit","Financial","CREDIT CARD","",""
"2/06/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/06/2023","DD/BR #351274 Q35 NEW YORK NY","DD/BR #351274 Q35 NEW YORK NY","4.53","debit","Coffee Shops","TOTAL CHECKING","",""
"2/06/2023","DD/BR #351274 Q35 NEW YORK NY","DD/BR #351274 Q35 NEW YORK NY","6.42","debit","Coffee Shops","TOTAL CHECKING","",""
"2/06/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","17.15","debit","Restaurants","TOTAL CHECKING","",""
"2/06/2023","NYTimes*NYTimes 800-698-4637 NY","NYTimes*NYTimes 800-698-4637 NY","17.00","debit","Newspapers & Magazines","TOTAL CHECKING","",""
"2/06/2023","REMOTE ONLINE DEPOSIT #","REMOTE ONLINE DEPOSIT #","45.00","credit","Transfer","TOTAL CHECKING","",""
"2/06/2023","DD/BR #351274 Q35 NEW YORK NY","DD/BR #351274 Q35 NEW YORK NY","4.53","debit","Coffee Shops","TOTAL CHECKING","",""
"2/06/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","17.15","debit","Restaurants","TOTAL CHECKING","",""
"2/06/2023","GEICO            GEICO PYMT","GEICO            GEICO PYMT","166.92","debit","Motorcycle Insurance","TOTAL CHECKING","",""
"2/06/2023","In Standard Moto","IN *STANDARD MOTO LLC","223.88","debit","Motorcycle Garage","CREDIT CARD","",""
"2/06/2023","Citibik Ride","CITIBIK*RIDE","112.85","debit","Uncategorized","CREDIT CARD","",""
"2/06/2023","GrubHub Seamless","SEAMLSS*MARINARAPIZZA","38.87","debit","Food & Dining","CREDIT CARD","",""
"2/06/2023","Investment Income J P MORGAN EXCHANGE TRADED FD TR CORE PLUS BD ETF CASH DIV ON 0.20000 SHS REC 02/0","Investment Income","0.03","credit","Investments","Automated","",""
"2/06/2023","Investment Income J P MORGAN EXCHANGE TRADED FUND TR JPMORGAN BETABUILDERS U S AGGREGATE BOND ETF CA","Investment Income","0.04","credit","Investments","Automated","",""
"2/06/2023","Investment Income J P MORGAN EXCHANGE TRADED FD TR BETABUILDERS 1 5 YR U S AGGREGATE BD ETF NEW CASH","Investment Income","0.01","credit","Investments","Automated","",""
"2/06/2023","Buy Mutual Fund CHASE DEPOSIT SWEEP MGD JPMORGAN CHASE BANK NA INTRA-DAY DEPOSIT","Buy Mutual Fund","0.08","debit","Buy","Automated","",""
"2/05/2023","Lyft","LYFT   1 RIDE 02-02","16.67","debit","Taxi_Lyft","CREDIT CARD","",""
"2/05/2023","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"2/05/2023","SEAMLSSPIGHEAVEN","SEAMLSSPIGHEAVEN","93.80","debit","Food Delivery","CREDIT CARD","",""
"2/05/2023","Prime Video*YA76X3G03","Prime Video*YA76X3G03","8.99","debit","Movies & DVDs","CREDIT CARD","",""
"2/05/2023","Lyft","LYFT   1 RIDE 02-02","16.67","debit","Taxi_Lyft","CREDIT CARD","",""
"2/05/2023","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"2/05/2023","GrubHub Seamless","SEAMLSSPIGHEAVEN","93.80","debit","Food & Dining","CREDIT CARD","",""
"2/05/2023","Prime Video*YA76X3G03","Prime Video*YA76X3G03","8.99","debit","Movies & DVDs","CREDIT CARD","",""
"2/05/2023","Citibike","CITIBIK*11 RIDES","91.26","debit","Financial","CREDIT CARD","",""
"2/04/2023","MTA","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/03/2023","SEAMLSSAJIAOSICHUANCH","SEAMLSSAJIAOSICHUANCH","46.00","debit","Food Delivery","CREDIT CARD","",""
"2/03/2023","CITIBIK*SUBSCRIPTION","CITIBIK*SUBSCRIPTION","223.19","debit","Entertainment","CREDIT CARD","",""
"2/03/2023","APPLE.COM/BILL","APPLE.COM/BILL","6.99","debit","Electronics & Software","CREDIT CARD","",""
"2/03/2023","DISCOVER         E-PAYMENT  6130","DISCOVER         E-PAYMENT  6130","139.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/03/2023","YORKVILLE PLAZA  WEB PMTS   332Q","YORKVILLE PLAZA  WEB PMTS   332Q","1325.00","debit","Mortgage & Rent","TOTAL CHECKING","",""
"2/03/2023","DISCOVER         E-PAYMENT  6130","DISCOVER         E-PAYMENT  6130","1920.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/03/2023","SEAMLSSAJIAOSICHUANCH","SEAMLSSAJIAOSICHUANCH","46.00","debit","Food Delivery","CREDIT CARD","",""
"2/03/2023","CITIBIK*SUBSCRIPTION","CITIBIK*SUBSCRIPTION","223.19","debit","Entertainment","CREDIT CARD","",""
"2/03/2023","APPLE.COM/BILL","APPLE.COM/BILL","6.99","debit","Electronics & Software","CREDIT CARD","",""
"2/02/2023","Payment Thank You-Mobile","Payment Thank You-Mobile","965.70","credit","Credit Card Payment","CREDIT CARD","",""
"2/02/2023","NYC TAXI 1246 12460010","NYC TAXI 1246 12460010","25.90","debit","Taxi_Lyft","CREDIT CARD","",""
"2/02/2023","CLUB NORMANDIE","CLUB NORMANDIE","126.28","debit","Gym","CREDIT CARD","",""
"2/02/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","38.87","debit","Food Delivery","CREDIT CARD","",""
"2/02/2023","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","3727.29","credit","MSK Paycheck","TOTAL CHECKING","",""
"2/02/2023","NEW YORK PRESBYT DIRECT DEP","NEW YORK PRESBYT DIRECT DEP","1394.14","credit","NYP Paycheck","TOTAL CHECKING","",""
"2/02/2023","Payment to Chase card ending in","Payment to Chase card ending in","965.70","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/02/2023","Payment Thank You-Mobile","Payment Thank You-Mobile","965.70","credit","Credit Card Payment","CREDIT CARD","",""
"2/02/2023","NYC TAXI 1246 12460010","NYC TAXI 1246 12460010","25.90","debit","Taxi_Lyft","CREDIT CARD","",""
"2/02/2023","CLUB NORMANDIE","CLUB NORMANDIE","126.28","debit","Gym","CREDIT CARD","",""
"2/02/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","38.87","debit","Food Delivery","CREDIT CARD","",""
"2/01/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/01/2023","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"2/01/2023","SQ *MATTO APP","SQ *MATTO APP","30.00","debit","Restaurants","CREDIT CARD","",""
"2/01/2023","SALVO'S PIZZA BAR","SALVO'S PIZZA BAR","9.50","debit","Restaurants","CREDIT CARD","",""
"2/01/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","34.30","debit","Restaurants","TOTAL CHECKING","",""
"2/01/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"2/01/2023","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"2/01/2023","SQ *MATTO APP","SQ *MATTO APP","30.00","debit","Restaurants","CREDIT CARD","",""
"2/01/2023","SALVO'S PIZZA BAR","SALVO'S PIZZA BAR","9.50","debit","Restaurants","CREDIT CARD","",""
"2/01/2023","Investment Income","Investment Income","0.05","credit","Transfer","Automated","",""
"2/01/2023","Buy Mutual Fund","Buy Mutual Fund","0.05","debit","Transfer","Automated","",""
"1/31/2023","COINTRACKER","COINTRACKER","242.19","credit","Credit Card Payment","CREDIT CARD","",""
"1/31/2023","COINTRACKER","COINTRACKER","242.19","credit","Credit Card Payment","CREDIT CARD","",""
"1/30/2023","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","24.91","debit","Restaurants","CREDIT CARD","",""
"1/30/2023","SHELL OIL 57544416209","SHELL OIL 57544416209","10.26","debit","Gas & Fuel","CREDIT CARD","",""
"1/30/2023","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","24.91","debit","Restaurants","CREDIT CARD","",""
"1/30/2023","SHELL OIL 57544416209","SHELL OIL 57544416209","10.26","debit","Gas & Fuel","CREDIT CARD","",""
"1/30/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","17.15","debit","Restaurants","TOTAL CHECKING","",""
"1/30/2023","MARKETERIA NEW YORK NY","MARKETERIA NEW YORK NY","4.08","debit","Groceries","TOTAL CHECKING","",""
"1/30/2023","GROUND CENTRAL COFFEE 4 NEW YORK","GROUND CENTRAL COFFEE 4 NEW YORK","6.53","debit","Coffee Shops","TOTAL CHECKING","",""
"1/30/2023","SQ *VARIETY COFFEE ROAS Brooklyn","SQ *VARIETY COFFEE ROAS Brooklyn","6.44","debit","Coffee Shops","TOTAL CHECKING","",""
"1/29/2023","SQ *CHOW DOWN, INC.","SQ *CHOW DOWN, INC.","45.73","debit","Restaurants","CREDIT CARD","",""
"1/29/2023","ZOLA REGISTRY 110000","ZOLA REGISTRY 110000","68.58","debit","Gift","CREDIT CARD","",""
"1/29/2023","BEST PIZZA #2","BEST PIZZA #2","9.88","debit","Fast Food","CREDIT CARD","",""
"1/29/2023","SEAMLSSSALVOSPIZZABAR","SEAMLSSSALVOSPIZZABAR","15.24","debit","Food Delivery","CREDIT CARD","",""
"1/29/2023","SEAMLSSCHINAJADE","SEAMLSSCHINAJADE","39.16","debit","Food Delivery","CREDIT CARD","",""
"1/29/2023","Cointracker","COINTRACKER","242.19","debit","Uncategorized","CREDIT CARD","",""
"1/29/2023","SQ *CHOW DOWN, INC.","SQ *CHOW DOWN, INC.","45.73","debit","Restaurants","CREDIT CARD","",""
"1/29/2023","ZOLA REGISTRY 110000","ZOLA REGISTRY 110000","68.58","debit","Gift","CREDIT CARD","",""
"1/29/2023","BEST PIZZA #2","BEST PIZZA #2","9.88","debit","Fast Food","CREDIT CARD","",""
"1/29/2023","SEAMLSSSALVOSPIZZABAR","SEAMLSSSALVOSPIZZABAR","15.24","debit","Food Delivery","CREDIT CARD","",""
"1/29/2023","SEAMLSSCHINAJADE","SEAMLSSCHINAJADE","39.16","debit","Food Delivery","CREDIT CARD","",""
"1/29/2023","Cointracker","COINTRACKER","242.19","debit","Uncategorized","CREDIT CARD","",""
"1/27/2023","Amazon Digit*292CY7O73","Amazon Digit*292CY7O73","10.99","debit","Shopping","CREDIT CARD","",""
"1/27/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/27/2023","GREEK EATS","GREEK EATS","18.51","debit","Restaurants","CREDIT CARD","",""
"1/27/2023","PAPA JOHN'S #4653","PAPA JOHN'S #4653","30.03","debit","Fast Food","CREDIT CARD","",""
"1/27/2023","Amazon Digit*292CY7O73","Amazon Digit*292CY7O73","10.99","debit","Shopping","CREDIT CARD","",""
"1/27/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/27/2023","GREEK EATS","GREEK EATS","18.51","debit","Restaurants","CREDIT CARD","",""
"1/27/2023","PAPA JOHN'S #4653","PAPA JOHN'S #4653","30.03","debit","Fast Food","CREDIT CARD","",""
"1/26/2023","SQ *MATTO @ M68","SQ *MATTO @ M68","6.53","debit","Coffee Shops","CREDIT CARD","",""
"1/26/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/26/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","38.87","debit","Food Delivery","CREDIT CARD","",""
"1/26/2023","SQ *MATTO @ M68","SQ *MATTO @ M68","6.53","debit","Coffee Shops","CREDIT CARD","",""
"1/26/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/26/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","38.87","debit","Food Delivery","CREDIT CARD","",""
"1/26/2023","Lyft","LYFT   1 RIDE 01-25 855-865-9553","13.99","debit","Taxi_Lyft","TOTAL CHECKING","",""
"1/25/2023","SQ *ZAWA JAPANESE","SQ *ZAWA JAPANESE","25.96","debit","Restaurants","CREDIT CARD","",""
"1/25/2023","SQ *ZAWA JAPANESE","SQ *ZAWA JAPANESE","25.96","debit","Restaurants","CREDIT CARD","",""
"1/25/2023","MARKETERIA NEW YORK NY","MARKETERIA NEW YORK NY","4.08","debit","Groceries","TOTAL CHECKING","",""
"1/24/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","35.28","debit","Food Delivery","CREDIT CARD","",""
"1/24/2023","SEAMLSSMARINARAPIZZA","SEAMLSSMARINARAPIZZA","35.28","debit","Food Delivery","CREDIT CARD","",""
"1/24/2023","MARKETERIA NEW YORK NY","MARKETERIA NEW YORK NY","4.08","debit","Groceries","TOTAL CHECKING","",""
"1/24/2023","Zelle payment to STACEY JPM999l8","Zelle payment to STACEY JPM999l8","10.00","debit","Transfer","TOTAL CHECKING","",""
"1/24/2023","IMLI MANHATTAN NY","IMLI MANHATTAN NY","39.64","debit","Restaurants","TOTAL CHECKING","",""
"1/24/2023","YIA YIA`S NEW YORK NY","YIA YIA`S NEW YORK NY","17.15","debit","Restaurants","TOTAL CHECKING","",""
"1/24/2023","Verizon","VERIZON          PAYMENTREC 7560","95.55","debit","Internet","TOTAL CHECKING","",""
"1/23/2023","SALVO'S PIZZA BAR","SALVO'S PIZZA BAR","9.50","debit","Restaurants","CREDIT CARD","",""
"1/23/2023","Kindle Svcs*F366C3EM3","Kindle Svcs*F366C3EM3","12.99","debit","Books","CREDIT CARD","",""
"1/23/2023","SALVO'S PIZZA BAR","SALVO'S PIZZA BAR","9.50","debit","Restaurants","CREDIT CARD","",""
"1/23/2023","Kindle Svcs*F366C3EM3","Kindle Svcs*F366C3EM3","12.99","debit","Books","CREDIT CARD","",""
"1/23/2023","SQ *PEAKY BARISTA New York NY","SQ *PEAKY BARISTA New York NY","12.25","debit","Restaurants","TOTAL CHECKING","",""
"1/23/2023","MTA*NYCT PAYGO NEW YORK NY","MTA*NYCT PAYGO NEW YORK NY","2.75","debit","Public Transportation","TOTAL CHECKING","",""
"1/22/2023","YIA YIA`S","YIA YIA`S","17.15","debit","Restaurants","CREDIT CARD","",""
"1/22/2023","TST* TWO BOOTS - UES","TST* TWO BOOTS - UES","10.78","debit","Restaurants","CREDIT CARD","",""
"1/22/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/22/2023","YIA YIA`S","YIA YIA`S","17.15","debit","Restaurants","CREDIT CARD","",""
"1/22/2023","TST* TWO BOOTS - UES","TST* TWO BOOTS - UES","10.78","debit","Restaurants","CREDIT CARD","",""
"1/22/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/20/2023","YIA YIA`S","YIA YIA`S","35.38","debit","Restaurants","CREDIT CARD","",""
"1/20/2023","Amazon.com*UM22L81Q3","Amazon.com*UM22L81Q3","106.28","debit","Shopping","CREDIT CARD","",""
"1/20/2023","CVS/PHARMACY #02400","CVS/PHARMACY #02400","10.41","debit","Pharmacy","CREDIT CARD","",""
"1/20/2023","SEAMLSSSALVOSPIZZABAR","SEAMLSSSALVOSPIZZABAR","31.63","debit","Food Delivery","CREDIT CARD","",""
"1/20/2023","MARKETERIA","MARKETERIA","4.08","debit","Groceries","CREDIT CARD","",""
"1/20/2023","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"1/20/2023","YIA YIA`S","YIA YIA`S","35.38","debit","Restaurants","CREDIT CARD","",""
"1/20/2023","Amazon.com*UM22L81Q3","Amazon.com*UM22L81Q3","106.28","debit","Shopping","CREDIT CARD","",""
"1/20/2023","CVS/PHARMACY #02400","CVS/PHARMACY #02400","10.41","debit","Pharmacy","CREDIT CARD","",""
"1/20/2023","SEAMLSSSALVOSPIZZABAR","SEAMLSSSALVOSPIZZABAR","31.63","debit","Food Delivery","CREDIT CARD","",""
"1/20/2023","MARKETERIA","MARKETERIA","4.08","debit","Groceries","CREDIT CARD","",""
"1/20/2023","VTG*LCSW","VTG*LCSW","30.00","debit","Doctor","CREDIT CARD","",""
"1/19/2023","BLUEMOUNTAIN*0117-0216","BLUEMOUNTAIN*0117-0216","6.99","debit","Gift","CREDIT CARD","",""
"1/19/2023","OFFICE OF THE PROFESSIONS","OFFICE OF THE PROFESSIONS","226.00","debit","Alcohol & Bars","CREDIT CARD","",""
"1/19/2023","MARKETERIA","MARKETERIA","4.08","debit","Groceries","CREDIT CARD","",""
"1/19/2023","Payment Thank You-Mobile","Payment Thank You-Mobile","1611.72","credit","Credit Card Payment","CREDIT CARD","",""
"1/19/2023","BLUEMOUNTAIN*0117-0216","BLUEMOUNTAIN*0117-0216","6.99","debit","Gift","CREDIT CARD","",""
"1/19/2023","OFFICE OF THE PROFESSIONS","OFFICE OF THE PROFESSIONS","226.00","debit","Alcohol & Bars","CREDIT CARD","",""
"1/19/2023","MARKETERIA","MARKETERIA","4.08","debit","Groceries","CREDIT CARD","",""
"1/19/2023","Payment Thank You-Mobile","Payment Thank You-Mobile","1611.72","credit","Credit Card Payment","CREDIT CARD","",""
"1/19/2023","Payment to Chase card ending in","Payment to Chase card ending in","1611.72","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/19/2023","MEMORIAL SLOAN K PAYROLL PPD ID: 9200401281","MEMORIAL SLOAN K PAYROLL","2690.94","credit","MSK Paycheck","TOTAL CHECKING","",""
"1/19/2023","NEW YORK PRESBYT DIRECT DEP","NEW YORK PRESBYT DIRECT DEP","1458.29","credit","NYP Paycheck","TOTAL CHECKING","",""
"1/19/2023","SEAMLSSFIVEGUYS SEAMLESS.COM NY","SEAMLSSFIVEGUYS SEAMLESS.COM NY","57.58","debit","Fast Food","TOTAL CHECKING","",""
"1/18/2023","SHELL OIL 57544416209","SHELL OIL 57544416209","9.73","debit","Gas & Fuel","CREDIT CARD","",""
"1/18/2023","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","22.82","debit","Restaurants","CREDIT CARD","",""
"1/18/2023","APPLE.COM/BILL","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"1/18/2023","TAL BAGELS LEXINGTON","TAL BAGELS LEXINGTON","13.34","debit","Fast Food","CREDIT CARD","",""
"1/18/2023","MARKETERIA","MARKETERIA","4.90","debit","Groceries","CREDIT CARD","",""
"1/18/2023","NYTimes*NYTimes","NYTimes*NYTimes","28.53","debit","Newspapers & Magazines","CREDIT CARD","",""
"1/18/2023","SHELL OIL 57544416209","SHELL OIL 57544416209","9.73","debit","Gas & Fuel","CREDIT CARD","",""
"1/18/2023","MARWIN THAI RESTAURANT","MARWIN THAI RESTAURANT","22.82","debit","Restaurants","CREDIT CARD","",""
"1/18/2023","APPLE.COM/BILL","APPLE.COM/BILL","0.99","debit","Electronics & Software","CREDIT CARD","",""
"1/18/2023","TAL BAGELS LEXINGTON","TAL BAGELS LEXINGTON","13.34","debit","Fast Food","CREDIT CARD","",""
"1/18/2023","MARKETERIA","MARKETERIA","4.90","debit","Groceries","CREDIT CARD","",""
"1/18/2023","NYTimes*NYTimes","NYTimes*NYTimes","28.53","debit","Newspapers & Magazines","CREDIT CARD","",""
"1/18/2023","Sell Mutual Fund","Sell Mutual Fund","0.28","credit","Transfer","Automated","",""
"1/17/2023","APPLE.COM/BILL","APPLE.COM/BILL","21.76","debit","Electronics & Software","CREDIT CARD","",""
"1/17/2023","WARBY PARKER","WARBY PARKER","95.00","debit","Eyecare","CREDIT CARD","",""
"1/17/2023","Zelle payment to ALESSIO JPM999k","Zelle payment to ALESSIO JPM999k","25.00","debit","Transfer","TOTAL CHECKING","",""
"1/17/2023","THE LAND OF BARBERS BROOKLYN NY","THE LAND OF BARBERS BROOKLYN NY","75.00","debit","Hair","TOTAL CHECKING","",""
"1/17/2023","PAPA JOHN'S #4653 212-996-7272 N","PAPA JOHN'S #4653 212-996-7272 N","34.97","debit","Fast Food","TOTAL CHECKING","",""
"1/17/2023","SEAMLSSCHINAJADE SEAMLESS.COM NY","SEAMLSSCHINAJADE SEAMLESS.COM NY","89.82","debit","Food Delivery","TOTAL CHECKING","",""
"1/17/2023","SEAMLSSSALVOSPIZZABAR SEAMLESS.C","SEAMLSSSALVOSPIZZABAR SEAMLESS.C","31.63","debit","Food Delivery","TOTAL CHECKING","",""
"1/17/2023","APPLE.COM/BILL","APPLE.COM/BILL","21.76","debit","Electronics & Software","CREDIT CARD","",""
"1/17/2023","WARBY PARKER","WARBY PARKER","95.00","debit","Eyecare","CREDIT CARD","",""
"1/17/2023","J P MORGAN EXCHANGE-TRADED FD...","J P MORGAN EXCHANGE-TRADED FD...","0.01","credit","Investments","Automated","",""
"1/17/2023","J P MORGAN EXCHANGE TRADED FD...","J P MORGAN EXCHANGE TRADED FD...","0.01","credit","Income","Automated","",""
"1/17/2023","Advisory Fee","Advisory Fee","0.37","debit","Fees & Charges","Automated","",""
"1/17/2023","J P MORGAN EXCHANGE TRADED FD...","J P MORGAN EXCHANGE TRADED FD...","0.01","credit","Income","Automated","",""
"1/17/2023","J P MORGAN EXCHANGE TRADED FD...","J P MORGAN EXCHANGE TRADED FD...","0.04","credit","Income","Automated","",""
"1/17/2023","J P MORGAN EXCHANGE TRADED FD...","J P MORGAN EXCHANGE TRADED FD...","0.02","credit","Income","Automated","",""
"1/16/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/16/2023","Amazon.com*0R50U2D83","Amazon.com*0R50U2D83","28.02","debit","Shopping","CREDIT CARD","",""
"1/16/2023","ANNE & VALENTIN MADISO","ANNE & VALENTIN MADISO","677.50","debit","Clothing","CREDIT CARD","",""
"1/16/2023","AMZN Mktp US*WU9HA8IQ3","AMZN Mktp US*WU9HA8IQ3","7.61","debit","Shopping","CREDIT CARD","",""
"1/16/2023","Faherty Brand","Faherty Brand","142.40","debit","Clothing","CREDIT CARD","",""
"1/16/2023","HLU*Hulu 1230570053431-U","HLU*Hulu 1230570053431-U","9.00","debit","Television","CREDIT CARD","",""
"1/16/2023","MTA*NYCT PAYGO","MTA*NYCT PAYGO","2.75","debit","Public Transportation","CREDIT CARD","",""
"1/16/2023","Amazon.com*0R50U2D83","Amazon.com*0R50U2D83","28.02","debit","Shopping","CREDIT CARD","",""
"1/16/2023","ANNE & VALENTIN MADISO","ANNE & VALENTIN MADISO","677.50","debit","Clothing","CREDIT CARD","",""
"1/16/2023","AMZN Mktp US*WU9HA8IQ3","AMZN Mktp US*WU9HA8IQ3","7.61","debit","Shopping","CREDIT CARD","",""
